xdg-desktop-portal-gtk 1.15.3-1.1
xdg-user-dirs 0.20-1.1
xdg-utils 1.2.1-2
xf86-input-vmmouse 13.2.0-2.1
xfsprogs 7.0.1-1.1
xkeyboard-config 2.47-1
xl2tpd 1.3.20-1.1
xmlsec 1.3.11-1.1
xorg-xprop 1.2.8-1.1
xorg-xrandr 1.5.4-1.1
xorgproto 2025.1-1
xvidcore 1.3.7-3.1
xxhash 0.8.3-1
xz 5.8.3-1
yyjson 0.12.0-1.1
zbar 0.23.93-5.1
zeromq 4.3.5-3.1
zimg 3.0.6-1.1
zint 2.16.0-2.1
zix 0.8.0-1.1
zlib-ng 2.3.3-2
zlib-ng-compat 2.3.3-2
zram-generator 1.2.1-1.1
zsh 5.9-6.1
zsh-autosuggestions 0.7.1-1
zsh-completions 0.36.0-1
zsh-history-substring-search 1.1.0-2
zsh-syntax-highlighting 0.8.0-2
zsh-theme-powerlevel10k 1:1.20.15-1
zstd 1.5.7-2
zvbi 0.2.44-1.1
zxing-cpp 3.0.2-1.1
